Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  54472, Model: 2, Candidate: 2, Correct? Yes
Position:  75482, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  12193, Model: 2, Candidate: 2, Correct? Yes
Position: 159062, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 152176, Model: 2, Candidate: 2, Correct? Yes
Position: 154558, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2321, Model: 2, Candidate: 2, Correct? Yes
Position:   2954, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    455, Model: 2, Candidate: 2, Correct? Yes
Position:  31629, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  46531, Model: 2, Candidate: 2, Correct? Yes
Position:  71032, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  52265, Model: 2, Candidate: 2, Correct? Yes
Position:  70991, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  63667, Model: 2, Candidate: 2, Correct? Yes
Position: 104104, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  13314, Model: 2, Candidate: 2, Correct? Yes
Position: 152420, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  33958, Model: 2, Candidate: 2, Correct? Yes
Position:  35651, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  55696, Model: 2, Candidate: 2, Correct? Yes
Position:  86858, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   7988, Model: 2, Candidate: 2, Correct? Yes
Position:  11921, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  81433, Model: 2, Candidate: 2, Correct? Yes
Position: 156070, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  27878, Model: 2, Candidate: 2, Correct? Yes
Position: 144781, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  48871, Model: 2, Candidate: 2, Correct? Yes
Position: 113883, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  67107, Model: 2, Candidate: 2, Correct? Yes
Position: 110382, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9341, Model: 2, Candidate: 2, Correct? Yes
Position:  71390, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  49778, Model: 2, Candidate: 2, Correct? Yes
Position:  67177, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  69294, Model: 2, Candidate: 2, Correct? Yes
Position: 205472, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  13789, Model: 2, Candidate: 2, Correct? Yes
Position:  45029, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   1561, Model: 2, Candidate: 2, Correct? Yes
Position:   7763, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 216530, Model: 2, Candidate: 2, Correct? Yes
Position: 247451, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  53262, Model: 2, Candidate: 2, Correct? Yes
Position: 134198, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83178, Model: 2, Candidate: 2, Correct? Yes
Position: 246505, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 110741, Model: 2, Candidate: 2, Correct? Yes
Position: 146487, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  80594, Model: 2, Candidate: 2, Correct? Yes
Position: 233676, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  53254, Model: 2, Candidate: 2, Correct? Yes
Position:  63798, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  31508, Model: 2, Candidate: 2, Correct? Yes
Position:  41717, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 105027, Model: 2, Candidate: 2, Correct? Yes
Position: 256360, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  57189, Model: 2, Candidate: 2, Correct? Yes
Position: 234776, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 111597, Model: 2, Candidate: 2, Correct? Yes
Position: 152157, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  33737, Model: 2, Candidate: 2, Correct? Yes
Position:  35320, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  64030, Model: 2, Candidate: 2, Correct? Yes
Position:  90315, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  74510, Model: 2, Candidate: 2, Correct? Yes
Position: 187352, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  98801, Model: 2, Candidate: 2, Correct? Yes
Position: 172630, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   5531, Model: 2, Candidate: 2, Correct? Yes
Position:   8601, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  19572, Model: 2, Candidate: 2, Correct? Yes
Position:  86299, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  64778, Model: 2, Candidate: 2, Correct? Yes
Position: 259147, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  34913, Model: 2, Candidate: 2, Correct? Yes
Position:  83320, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 212635, Model: 2, Candidate: 2, Correct? Yes
Position: 244972, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    241, Model: 2, Candidate: 2, Correct? Yes
Position:   1378, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 183382, Model: 2, Candidate: 2, Correct? Yes
Position: 201008, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  91005, Model: 2, Candidate: 2, Correct? Yes
Position: 199959, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  16183, Model: 2, Candidate: 2, Correct? Yes
Position:  22900, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  15860, Model: 2, Candidate: 2, Correct? Yes
Position: 167079, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  23660, Model: 2, Candidate: 2, Correct? Yes
Position:  40130, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  41346, Model: 2, Candidate: 2, Correct? Yes
Position:  78547, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   7399, Model: 2, Candidate: 2, Correct? Yes
Position:  18497, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 155140, Model: 2, Candidate: 2, Correct? Yes
Position: 177948, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  27928, Model: 2, Candidate: 2, Correct? Yes
Position: 202506, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9651, Model: 2, Candidate: 2, Correct? Yes
Position: 176087, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2231, Model: 2, Candidate: 2, Correct? Yes
Position:   6683, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  28058, Model: 2, Candidate: 2, Correct? Yes
Position: 205016, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 207530, Model: 2, Candidate: 2, Correct? Yes
Position: 220741, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 237421, Model: 2, Candidate: 2, Correct? Yes
Position: 247196, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 248574, Model: 2, Candidate: 2, Correct? Yes
Position: 255999, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  26198, Model: 2, Candidate: 2, Correct? Yes
Position: 157930, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  35985, Model: 2, Candidate: 2, Correct? Yes
Position:  51606, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  26999, Model: 2, Candidate: 2, Correct? Yes
Position: 175444, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  23515, Model: 2, Candidate: 2, Correct? Yes
Position:  27776, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   1970, Model: 2, Candidate: 2, Correct? Yes
Position:  70038, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  56279, Model: 2, Candidate: 2, Correct? Yes
Position: 137472, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  23853, Model: 2, Candidate: 2, Correct? Yes
Position: 143357, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11101, Model: 2, Candidate: 2, Correct? Yes
Position:  55305, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  79939, Model: 2, Candidate: 2, Correct? Yes
Position:  99675, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83204, Model: 2, Candidate: 2, Correct? Yes
Position: 147596, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  28703, Model: 2, Candidate: 2, Correct? Yes
Position: 206775, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4613, Model: 2, Candidate: 2, Correct? Yes
Position:  13861, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  36989, Model: 2, Candidate: 2, Correct? Yes
Position: 157966, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 143498, Model: 2, Candidate: 2, Correct? Yes
Position: 175839, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  97721, Model: 2, Candidate: 2, Correct? Yes
Position: 176028, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9786, Model: 2, Candidate: 2, Correct? Yes
Position: 129448, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  67722, Model: 2, Candidate: 2, Correct? Yes
Position: 102413, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 147327, Model: 2, Candidate: 2, Correct? Yes
Position: 167560, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 224775, Model: 2, Candidate: 2, Correct? Yes
Position: 255560, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  30184, Model: 2, Candidate: 2, Correct? Yes
Position:  96092, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    889, Model: 2, Candidate: 2, Correct? Yes
Position:   1099, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 156274, Model: 2, Candidate: 2, Correct? Yes
Position: 212041, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 100506, Model: 2, Candidate: 2, Correct? Yes
Position: 127390, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 182753, Model: 2, Candidate: 2, Correct? Yes
Position: 203617, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    741, Model: 2, Candidate: 2, Correct? Yes
Position:    869, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  53314, Model: 2, Candidate: 2, Correct? Yes
Position: 240684, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 125843, Model: 2, Candidate: 2, Correct? Yes
Position: 243349, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  25835, Model: 2, Candidate: 2, Correct? Yes
Position:  95147, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 205053, Model: 2, Candidate: 2, Correct? Yes
Position: 227004, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2066, Model: 2, Candidate: 2, Correct? Yes
Position:  20046, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 113964, Model: 2, Candidate: 2, Correct? Yes
Position: 178536, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 123746, Model: 2, Candidate: 2, Correct? Yes
Position: 212702, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   8000, Model: 2, Candidate: 2, Correct? Yes
Position:  68405, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  14749, Model: 2, Candidate: 2, Correct? Yes
Position:  34518, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2595, Model: 2, Candidate: 2, Correct? Yes
Position:  51311, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  55454, Model: 2, Candidate: 2, Correct? Yes
Position: 125276, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  38246, Model: 2, Candidate: 2, Correct? Yes
Position: 102032, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  82589, Model: 2, Candidate: 2, Correct? Yes
Position: 196866, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  69075, Model: 2, Candidate: 2, Correct? Yes
Position:  80375, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  94100, Model: 2, Candidate: 2, Correct? Yes
Position: 194344, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 102060, Model: 2, Candidate: 2, Correct? Yes
Position: 227409, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  19704, Model: 2, Candidate: 2, Correct? Yes
Position:  26745, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  64841, Model: 2, Candidate: 2, Correct? Yes
Position: 165285, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  73879, Model: 2, Candidate: 2, Correct? Yes
Position:  85641, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  63799, Model: 2, Candidate: 2, Correct? Yes
Position: 130735, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4728, Model: 2, Candidate: 2, Correct? Yes
Position:   8889, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  51554, Model: 2, Candidate: 2, Correct? Yes
Position: 255182, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  39735, Model: 2, Candidate: 2, Correct? Yes
Position:  65933, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  50815, Model: 2, Candidate: 2, Correct? Yes
Position:  77566, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  19091, Model: 2, Candidate: 2, Correct? Yes
Position: 123264, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 203461, Model: 2, Candidate: 2, Correct? Yes
Position: 231063, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 125095, Model: 2, Candidate: 2, Correct? Yes
Position: 181287, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  40034, Model: 2, Candidate: 2, Correct? Yes
Position:  61570, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  14822, Model: 2, Candidate: 2, Correct? Yes
Position:  38229, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  38203, Model: 2, Candidate: 2, Correct? Yes
Position: 254349, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 119678, Model: 2, Candidate: 2, Correct? Yes
Position: 223191, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  58468, Model: 2, Candidate: 2, Correct? Yes
Position: 143313, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 163244, Model: 2, Candidate: 2, Correct? Yes
Position: 166084, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  97671, Model: 2, Candidate: 2, Correct? Yes
Position: 109685, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   1614, Model: 2, Candidate: 2, Correct? Yes
Position: 176600, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  68336, Model: 2, Candidate: 2, Correct? Yes
Position:  95269, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  10339, Model: 2, Candidate: 2, Correct? Yes
Position:  25405, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 130671, Model: 2, Candidate: 2, Correct? Yes
Position: 144938, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 112916, Model: 2, Candidate: 2, Correct? Yes
Position: 149750, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2148, Model: 2, Candidate: 2, Correct? Yes
Position: 191790, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  44458, Model: 2, Candidate: 2, Correct? Yes
Position:  89238, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 151341, Model: 2, Candidate: 2, Correct? Yes
Position: 259411, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  39528, Model: 2, Candidate: 2, Correct? Yes
Position: 231660, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  28930, Model: 2, Candidate: 2, Correct? Yes
Position: 124391, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   8364, Model: 2, Candidate: 2, Correct? Yes
Position: 200784, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  18855, Model: 2, Candidate: 2, Correct? Yes
Position: 240319, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  29580, Model: 2, Candidate: 2, Correct? Yes
Position:  74066, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  18542, Model: 2, Candidate: 2, Correct? Yes
Position: 149623, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  14182, Model: 2, Candidate: 2, Correct? Yes
Position: 167944, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  50352, Model: 2, Candidate: 2, Correct? Yes
Position: 229731, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 195472, Model: 2, Candidate: 2, Correct? Yes
Position: 237586, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4767, Model: 2, Candidate: 2, Correct? Yes
Position:   5746, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  56440, Model: 2, Candidate: 2, Correct? Yes
Position: 151163, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83063, Model: 2, Candidate: 2, Correct? Yes
Position:  92185, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  99454, Model: 2, Candidate: 2, Correct? Yes
Position: 111045, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  34721, Model: 2, Candidate: 2, Correct? Yes
Position:  49640, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  61087, Model: 2, Candidate: 2, Correct? Yes
Position: 182541, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 187153, Model: 2, Candidate: 2, Correct? Yes
Position: 208664, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  20511, Model: 2, Candidate: 2, Correct? Yes
Position: 105745, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  99237, Model: 2, Candidate: 2, Correct? Yes
Position: 159804, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  96527, Model: 2, Candidate: 2, Correct? Yes
Position: 187507, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  78233, Model: 2, Candidate: 2, Correct? Yes
Position: 206216, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  29976, Model: 2, Candidate: 2, Correct? Yes
Position: 259468, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 181124, Model: 2, Candidate: 2, Correct? Yes
Position: 239579, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  27035, Model: 2, Candidate: 2, Correct? Yes
Position:  90861, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2857, Model: 2, Candidate: 2, Correct? Yes
Position: 247669, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   1759, Model: 2, Candidate: 2, Correct? Yes
Position:   7879, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  62676, Model: 2, Candidate: 2, Correct? Yes
Position:  67150, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  29027, Model: 2, Candidate: 2, Correct? Yes
Position: 141956, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  26339, Model: 2, Candidate: 2, Correct? Yes
Position: 197812, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  65292, Model: 2, Candidate: 2, Correct? Yes
Position: 181167, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 183109, Model: 2, Candidate: 2, Correct? Yes
Position: 191140, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9884, Model: 2, Candidate: 2, Correct? Yes
Position:  32216, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6001, Model: 2, Candidate: 2, Correct? Yes
Position: 253623, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 160290, Model: 2, Candidate: 2, Correct? Yes
Position: 208572, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 150439, Model: 2, Candidate: 2, Correct? Yes
Position: 182347, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  25855, Model: 2, Candidate: 2, Correct? Yes
Position:  27118, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 110481, Model: 2, Candidate: 2, Correct? Yes
Position: 133365, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  35060, Model: 2, Candidate: 2, Correct? Yes
Position: 220115, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  26576, Model: 2, Candidate: 2, Correct? Yes
Position: 189711, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6516, Model: 2, Candidate: 2, Correct? Yes
Position:  55823, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11223, Model: 2, Candidate: 2, Correct? Yes
